body,title
"
Una de las asesinas convictas más notorias de Nevada, y conocida como ""viuda negra"", fue liberada de la prisión el viernes, 25 años después de que se encontraran los restos quemados de su adinerado marido en las afueras de Las Vegas.

Margaret Rudin, de 76 años, una socialité propietaria de una tienda de antigüedades que pasó dos años como fugitiva antes de su juicio de 2001, salió de una prisión para mujeres después de obtener la libertad condicional de su sentencia de entre 20 años y cadena perpetua por el asesinato del magnate inmobiliario Ron Rudin.

Una denuncia recibida tras la transmisión de un programa de televisión sobre ""los más buscados"" condujo a su arresto en 1999 en Revere, Massachusetts, donde vivió durante un año con un bombero retirado que conoció entre un grupo de jubilados estadounidenses en México.

Recomendamos 






Arrestan a Joaquin Phoenix y Martin Sheen en manifestación por el clima


El actor de 'Joker' invitó a los presentes a dejar de comer carne como parte de su lucha contra esta crisis 




Al salir de prisión, Rudin se metió en una camioneta tipo SUV y no habló con los periodistas. Su abogado, Greg Mullanax, leyó una declaración que afirmaba que se trataba de ""un día feliz para Margaret Rudin y su familia"".

""Pero la alegría de ser liberada de la prisión se ve atenuada por el hecho de que Margaret Rudin es inocente y no asesinó a su esposo, Ron Rudin"", dijo el abogado.

Mullanax está pidiendo a un juez federal que ordene un nuevo juicio para eliminar la sentencia condenatoria de Rudin, la cual la mantendría en libertad condicional por el resto de su vida.

Lee 






Aspirante demócrata ofrece legalizar a millones de indocumentados


Tom Steyer, aspirante a la candidatura demócrata a la Casa Blanca, también se compromete a dar asilo a desplazados climáticos 



",
"Como sacado de alguna novela o del guión de una película, una chica originaria de Durando protagonizó una historia que conmovió a los internautas
Y es que la muchacha se llevó una sorpresa, cuando se encontraba curioseando por las calles, mediante la función “Street View”, del conocido Google Maps y se encontró con la imágen de su abuelo, quien había fallecido años atrás.
La joven, identificada como Yajaira, dio a conocer el descubrimiento a través de sus redes sociales, ahí ella compartió un mensaje muy emotivo, acompañado del video de su búsqueda.
Resulta que en las calles de Labor de Guadalupe, en el estado de Durango, fue posible visualizar una fotografía de su fallecido abuelo.
Tan pronto como fue subida a internet, la publicación se volvió viral en Twitter y Facebook, ya que en cuestión de unas cuantas horas, el video reunió más de 500 mil likes.
El enternecedor mensaje que la chica escribió para acompañar el video, dejó a todos con las lágrimas en los ojos, aquí te lo dejamos.
""Mi abuelo falleció hace unos años. No pudimos decirle adiós. Ayer descubrimos que Google Maps, finalmente, condujo a través de su granja y, como teníamos curiosidad de pasar por ella, donde termina el camino está mi abuelo, sentado allí”, plasmó Yajaira en su 'post'.
Tras viralizarse la emoción de la muchacha al ver de nueva cuenta a su abuelo, aunque sea a través de un mapa, varios internautas no se quisieron quedar atrás y siguieron sus pasos.
Algunos no tuvieron éxito al encontrar a sus familiares muertos, pero aquellos que también hallaron a sus seres queridos en “Google Maps”, no dudaron en compartir con Yajaira sus imágenes.
De este modo, gracias a los mapas de Google, muchos han podido rescatar fotografías para inmortalizar a sus familiares muertos, pero eso sí, tendrán que hacer una captura de pantalla, antes de que el buscador actualice el mapa.
My grandpa passed away a few years ago. We didn’t get to say goodbye to him. Yesterday we found out google maps finally drove through his farm and as we were curious going through it, where the road ends, there is my grandpa, just sitting there. pic.twitter.com/CbwRTkCKrZ
— yajaira (@yajairalyb) 7 de enero de 2020
Luego de publicar este video, se abrió el hilo donde los tuiteros compartieron lo que encontraron
same as my buddy lucky, rip :( pic.twitter.com/GtDWqcaL4d
— liz ard (@HoangryAF) 8 de enero de 2020
My grandpa too! Marked 8 years on December 2019 since he’s been gone pic.twitter.com/xvDIXDYwHF
— RoseBud (@RufussMom) 8 de enero de 2020
Same with my dad about to be 3 years pic.twitter.com/zPkDFpPyv0
— Dre Day (@mermaidsbisshh) 8 de enero de 2020
my great abuelo passed away last month, exactly 1 year after my great abuela also left us. to see him here walking to our old house brings back so many childhood memories  pic.twitter.com/qfDIsDQoWT
— (@Buenrostrohhh) 8 de enero de 2020
",
"
Daniel Pedraza Orihuela llegó a Querétaro hace nueve meses junto con su esposa Lorena y sus hijas. Dice que en la ciudad ha encontrado un lugar donde ve que sus sueños y su proyecto de vida se pueden hacer realidad. Originario de Tenango del Valle, Estado de México, señala que la casualidad hizo que se mudara a Querétaro, donde no le va mal.

La pareja hace un breve receso. Los clientes que comen tacos de cecina están en lo suyo. El olor a la carne asada es hipnótico. El ruido del mercado, de los niños jugando y los comerciantes que ofrecen sus mercancías completan el cuadro.

“Venimos del Estado de México, del municipio de Tenango del Valle, llegamos en mayo del año pasado. Una meta o un capricho de nosotros no fue venirnos a vivir a Querétaro.

“Simplemente se fueron dando las cosas. Teníamos el negocio de la cecina y poco a poco se fue encaminando hacia acá. Se presentó la oportunidad y simplemente la tomamos, no la quisimos dejar pasar”, subraya.

Explica que venía a Querétaro entregar cecina y se regresaba a Tenango del Valle. Su trabajo, dice, ni siquiera era hacer tacos.

Platicando con algunas personas le comentaron del mercado de La Cruz y de otros más. Anduvo buscando donde vender su producto, pero sin hacer tacos, únicamente la carne. Buscando local, le ofrecieron el puesto donde se ubica.

“Realmente es difícil desprenderse de la familia. Teníamos una vida allá en el Estado de México, y de repente se presenta esta oportunidad. Dejé pasar un mes. Nada más decía que sí, pero ganas de desprenderme de todo, no quería”, abunda.

Le volvieron a llamar para insistirle si quería el local en el mercado. Lo platicó con su esposa, y no lo pensaron mucho, pues ya habían pospuesto la decisión durante un mes. Muchos no le creen que casi todo el proceso para mudarse e iniciar un negocio lo hicieron a través de la red social Facebook, buscando locales en renta.

Clientes satisfechos

Los dos clientes se van satisfechos luego de comer sus tacos. Otra joven que come su taco de cecina con papas a la francesa escucha la charla.

Lorena, la esposa de Daniel, escucha lo que su marido dice, mientras prepara un poco de cecina para unos tacos. Cuando la carne está lista, la pasa a Daniel, quien la pica y prepara los tacos, con sus papas y cebollas.

Daniel explicaque sus hijas ya van a la escuela en planteles de la ciudad. Dice que nunca habían salido de su tierra, y mudarse a una ciudad como Querétaro, desde un municipio con 77 mil habitantes fue un cambio radical, pero se van adaptando.

Recuerda que llegaron en mayo, cuando el calor es más intenso. Tenango es un lugar con temperaturas frías. “Nos estábamos derritiendo aquí”, dice mientras ríe.

La cecina es conocida en Querétaro, pero el obispo, que es un embutido que se prepara en el Estado de México ha costado un poco darla a conocer a los queretanos.

Precisa que ellos tienen un estilo para asar la cecina y mucha gente les quiere decir “la manera correcta” de preparar los tacos. Reconoce que son personas que tienen muchos años en la taquería, pero en tierras mexiquenses las cosas son diferentes y tienen su estilo para prepararlos

Incluso, indica que la arrachera la preparan a su estilo, y aunque tienen clientes del norte del país, donde son especialistas en cortes de carne, les dicen que no la prepara como lo hacen alla, hasta que prueban y se rinden a los sabores mexiquenses.

“Del obispo si nos ha costado trabajo. Cuando lo trajimos a la gente le daba no sé qué. No sé qué pensaban. Ahorita lo ofrecemos, les damos un pedacito a un lado de su taquito, y lo van probando y les van gustando”.

Un buen negocio

Daniel dice que cree que les va bien a secas, aunque sus clientes y conocidos les dicen que les va muy bien. Sienten que están más o menos las ventas. Para el tiempo que llevan en Querétaro se han hecho de una buena clientela.

No fue fácil dejar la tierra. Lorena y Daniel son muy allegados a su familia y cada fin de semana se reunían para comer o cenar todos juntos.

“Estábamos muy allegados con mis suegros, con mis papás. Eran reuniones de cada ocho días, cada tres días con los abuelos, con los primos. Allá son casas con terrenos grandes y casas grandes. En las mesas grandes cabíamos todos. Ellos siguen cenando, nosotros ya no”, dice con un poco de nostalgia.

Los fines de semana ahora los ocupan para trabajar, pues es cuando más gente sale a comer en familia o al mercado. Descansan los martes, que ocupan para hacer las actividades del hogar que no hacen entre semana, así que no tienen mucho tiempo para salir por la ciudad, aunque tratan de darse su tiempo en familia para pasear por el centro.

“Nos ha gustado mucho Querétaro. En el Estado de México veíamos nuestros sueños muy lejos. Sentíamos que no los podíamos alcanzar. Aquí todavía no se cumplen, pero los vemos un poquito más cerca”, puntualiza Daniel.
",Llegan con la cecina a conquistar Querétaro
"

Las balaceras, persecuciones sobre periférico, los homicidios dolosos y ajustes de cuentas entre células que se disputan la venta de drogas al menudeo en la alcaldía Álvaro Obregón no son suficientes para que la edil morenista, Layda Sansores, dimensione la gravedad del problema. Nos cuentan que en las reuniones de los gabinetes de seguridad del Gobierno capitalino la alcaldesa asegura “tener otros datos” y que para ella el problema ahí no es tan grave como en Gustado A. Madero, Iztapalapa o Cuauhtémoc, argumentando, además, que no es necesaria la incursión de las fuerzas federales en la demarcación que administra. Nos hacen ver que doña Layda pone en gran riesgo a sus gobernados, al minimizar la existencia de este fenómeno que en Álvaro Obregón ya tiene tiempo existiendo, incluso antes de su llegada al gobierno.

Morena, perdido en su laberinto

Quienes siguen perdidos en su laberinto son los diputados que integran la bancada de Morena en el Congreso de la Ciudad de México. Ahora nos dicen que se puso sobre la mesa de negociación tres propuestas para definir al coordinador y vicecoordinador. La primera es la integrada por Martha Soledad Ávila Ventura y Temístocles Villanueva; otra, la Eduardo Santillán y María Guadalupe Morales Rubio, y la última, Gabriela Osorio Hernández y Emanuel Vargas Bernal. Pero además proponen que su encargo sea por seis meses. Nos hacen ver que este tipo de situaciones los mantienen empantanados e impactando en el funcionamiento de la Ciudad de México.

PRD va por su reestructura

En el Partido de la Revolución Democrática de la capital del país llevaron a cabo una reestructuración importante, de cara a los comicios de 2021, año que será la prueba de fuego para ver si sobreviven o no como instituto político. Por lo pronto, quienes tratan de recuperar el barco son los integrantes de la dirigencia colegiada: Nora Arias, Brenda Villena y Carlos Estrada. El reto es enorme para el propio partido, luego de la forma en que perdieron en 2018 y las desbandadas de dirigentes y cuadros visibles; aunque es de decir que territorialmente aportaban poco.

El juego de vencidas por el Tarifazo

Interesante juego de vencidas es el que sostienen autoridades del Estado de México y estudiantes de diversas unidades y facultades, luego de que estos últimos anunciaron su rechazó a la tarifa especial para los alumnos y personas con discapacidad en el transporte público. Lo que ellos demandan es echar abajo el denominado tarifazo que se dio a principios de año. Ahora habrá que esperar a ver cuál es la posición del secretario de Movilidad mexiquense, Raymundo Martínez Carbajal, si aguanta la presión y se mantiene con el incremento, sobre todo ante la amenaza de mantener las manifestaciones en diversos puntos de la entidad.

 
",Layda tiene otros datos sobre el narcomenudeo
"
El Frontón México -que también fue conocido en sus años de gloria como Palacio de Jai alai- es un centro de entretenimiento instalado en un edificio histórico de estilo art déco. Fue inaugurado en 1929 y llegó a ser el templo de los partidos de pelota vasca. En el presente es una de las sedes más importantes de Latinoamérica para la práctica de este deporte.
Se encuentra en el número 17 de Plaza de la República, en la Colonia Tabacalera, frente al Monumento a la Revolución. A continuación te platicamos 10 datos curiosos sobre el sitio. 

1. Quién diseñó el edificio
Los arquitectos Joaquín Capilla y Teodoro Kinhard le dieron forma en 1921. La estructura tiene elementos en mármol, acero, vidrio y concreto. 
Lee también: 10 datos curiosos sobre la calle de Madero

2. Para hacerse notar
En sus mejores tiempos, el Frontón México fue punto de encuentro de la crema y nata de la socialité ‘chilanga’ y de muchas celebridades. Además de encuentros deportivos, se organizaban eventos de gala a los que asistían personalidades como Ernest Hemingway, Orson Welles, Pablo Neruda, María Félix y Agustín Lara. Este era ‘el lugar’ para ver y ser vistos; las mujeres lucían sus más elegantes vestidos de coctel, diseñados por firmas prestigiosas.
Foto: Adriana Hernández. EL UNIVERSAL

3. Ascenso y caída
De 1930 a 1960, fueron los grandes años del jai alai pero, con el paso de los años, vino la decadencia,  y el frontón se convirtió en un punto de reunión de apostadores. En 1996, sus empleados se declararon en huelga. Durante 20 años, este inmueble estuvo cerrado y en el descuido total.

4. Y ahora... 
El edificio volvió a la vida. Para preservar su esencia, el Instituto Nacional de Bellas Artes participó en la supervisión y restauración. En su nueva etapa, los muros se pintaron de rojo ladrillo por ser su color original. Ahora encontrarás un centro de espectáculos, un casino y  un  bar y el restaurante Zesta Punta, de cocina vasca. El próximo año abrirá un Sky Lounge y, dentro de dos, se tiene proyectada la apertura de un hotel.
Foto: Cortesía Frontón México

5. Aniversario 
En 2019 se celebraron los 90 años del Frontón México. Se emitió un billete conmemorativo de la Lotería Nacional del Sorteo Zodiaco.

6. Sede Olímpica
Fue una de las sedes de los Juegos Olímpicos México 68.
Lee también: Viaje por los mejores lugares históricos de la Revolución mexicana

7. Qué es el jai alai
Es una modalidad de pelota vasca. También conocido como ‘cesta punta’ es uno de los deportes de pelota más veloces del planeta: será por eso que en lengua euskera signifique ‘fiesta alegre’. Los pelotaris deben lanzar la pelota hacia el frontón o jai (la pared frontal) para que el contrincante la atrape con una especie de guante en forma de cesta alargada de mimbre; este, a su vez, volverá a arrojarla hacia el muro. Se dice que este deporte ha existido por más de 200 años.
Foto: Cortesía Frontón México

8. En números 
-305 km/h es el récord mundial de velocidad de una pelota impuesto por el vasco Ibon Aldabazal. En promedio, una pelota viaja a 150 km/h, según declaró el estadounidense Benny Bueno, leyenda del jai alai, en un artículo publicado por el propio Frontón México. 
-5° lugar: el sitio que se adjudica el ja alai entre los deportes más rápidos del mundo. 
-62 metros mide su cancha, la más grande del mundo.
-4 mil 200 espectadores: la capacidad del frontón para los partidos y espectáculos.
Foto: Cortesía Frontón México

9. Otros espectáculos
No solo el deporte domina en el interior de estos viejos muros. En el Frontón México se han llevado a cabo diversos conciertos como el de Emmanuel o el de Belle & Sebastian. También se han presentado el  Mercedes Benz Fashion Week México; Skalar, la experiencia inmersiva que en 2019 fue tan aclamada y publicada en Instagram. Del 7 al 9 de febrero se instalará Material,  feria independiente de arte contemporáneo de Latinoamérica que reúne galerías de más de 20 países.
Lee también: 4 lugares en México que fueron construidos durante el Porfiriato

10. Precios
En los años treinta, la entrada a un partido de jai-alai costaba entre uno y dos pesos mexicanos; esto significaba un precio bastante alto para la crisis económica del momento. Ahora, un boleto cuesta desde 220 pesos.
Foto: Cortesía Frontón México
",10 datos curiosos que debes saber sobre el Frontón México
"
Las investigaciones por lavado de dinero contra el exministro de la Suprema Corte de Justicia de la Nación (SCJN), Eduardo Medina Mora, y el exlíder del sindicato de Pemex, Carlos Romero Deschamps, “no han avanzado”, admitió el titular de la Unidad de Inteligencia Financiera (UIF) de la Secretaría de Hacienda, Santiago Nieto Castillo.
El funcionario dijo que si se quiere combatir la impunidad se necesita que los casos llegan a sentencia en los tribunales y que sean estos los que determinen la culpabilidad de los imputados.
“Hay cosas que no han avanzado y que a mí me gustaría que avanzaran más. Por ejemplo, las denuncias contra (Eduardo) Medina Mora y (Carlos) Romero Deschamps, me parece que son importantes sus renuncias en temas de combate a la corrupción, pero si queremos llegar al combate a la impunidad lo que necesitamos es que se resuelvan en tribunales y que digan lo que conforme a Derecho corresponda y lo que le tocará a ellos, pero que los asuntos avancen”, señaló.
Durante un seminario en el Colegio de México, Nieto Castillo consideró que se requiere “mayor coordinación” con la Fiscalía General de la República (FGR), para obtener los resultados esperados en materia de combate a la corrupción.
Lea también: Se disputan 7 grupos la silla de Romero Deschamps
Dijo que la Unidad de Inteligencia Financiera no ha dejado que ninguna carpeta de investigación se cierre, “hay cosas que no han avanzado, pero me gustaría que avanzáramos más rápido”.
“Estamos viendo una dinámica distinta, es la primera vez que tenemos una Fiscalía autónoma, yo creo que los casos de la Fiscalía se están viendo, ahí está Rosario Robles, (Juan) Collado, (Emilio) Lozoya, entonces creo que la Fiscalía General de la República está haciendo un trabajo importante y lo que necesitamos hacer es tener, evidentemente, una mayor coordinación para poder dar mejores resultados”, enfatizó.
El funcionario propuso que la Fiscalía Anticorrupción, “si hay concurso de delitos, pudiera ejercer la acción penal no solamente por delitos de corrupción, sino que hubiera delincuencia organizada, creo que sería un buen mecanismo que desde ahí se pudiera dar”.
Señaló que la oficina a su cargo trabaja casos a partir de 2009, ya que el delito de operaciones con recursos de procedencia ilícita prescribe a los diez años.
Lea también: Rechazan que Medina Mora haya sido detenido en AICM
“Nosotros estamos trabajando temas de 2009 para acá evitar que se vaya corriendo más tiempo y lo importante es que hay una buena relación con todas las áreas de la Fiscalía General de la República, insisto, la Fiscalía Anticorrupción, es un lugar privilegiado en donde se puede ayudar mucho”, apuntó.
cev
","Investigaciones a Deschamps y Medina Mora, sin avances: Santiago Nieto"
"
La jefa de Gobierno, Claudia Sheinbaum, informó que la policía capitalina logró la liberación de la circulación de la autopista México-Pachuca, con dirección a Indios Verdes, en donde hay presencia de camioneros, lo que genera caos vial en la zona.
Desde poco antes de las 05:00 horas, los manifestantes se encuentran sobre la vía, lo que complica el camino en la zona Norte de la Ciudad.
Ante el caos vial, policías capitalinos auxilian a usuarios de transporte público, a quienes trasladan hacia el Metro Indios Verdes.

Los manifestantes son integrantes de la Confederación de Sindicatos Unidos por la Transformación de México, quienes también se encuentran a un lado del Palacio Nacional, en donde el Presidente, Andrés Manuel López Obrador, ofrece una conferencia de prensa.

""Su objetivo es obtener contratos de acarreo de material con precios por encima del mercado a partir de bloqueos y amenazas en obras federales y locales.
@SSP_CDMX trabajando y dando alternativas viales. Estaremos informando"", escribió la jefa de Gobierno en redes sociales.

cg
 
","Reportan caos vial en la México-Pachuca, rumbo a Indios Verdes"
"

Aldo no puede describir la felicidad que sintió cuando vio a un perro después de no convivir con uno en cinco años. El encuentro con el cachorro fue una de las maneras con las que este joven entró en contacto con la realidad, pues ha estado encerrado por un lustro en el Centro de Internamiento para Adolescentes Quinta del Bosque, en el Estado de México.

“Después de tanto tiempo sin ver a un perro, la verdad me gusta, llego y los apapacho. Es una conexión bonita, a lo mejor no es un ser que pueda decir: ‘Te quiero’, pero con sólo verte y que te lama es suficiente”, dice Aldo, uno de los beneficiarios del programa Dejando Huella, organizado por Reinserta.

Al menos una vez a la semana la organización ingresa al centro cinco perros para que puedan jugar con la población de Quinta del Bosque. El objetivo es que los adolescentes ayuden a educar a los animales para que sean puestos en adopción.

Reunidos en una cancha deportiva del centro de internamiento, alrededor de 25 jóvenes ríen y dan órdenes a los animales. “¡Sentado!”, le dicen a un cachorro al mismo tiempo que hacen un movimiento de mano para reforzar el mensaje.

En aproximadamente una hora y media, los internos enseñan a los cachorros cuándo se pueden levantar, acostarse, quedarse quietos, no jalar la correa, no separarse de su dueño, hacer del baño en un lugar específico y no destruir cosas.
 Uno de los objetivos de Dejando Huella, además de enseñar a comunicarse, es que los adolescentes ganen dinero con lo aprendido durante el programa.
 

Los integrantes de Reinserta explican que estos ejercicios ayudan a los menores de edad en sus prácticas de socialización, con el objetivo de que les sea más fácil entablar relaciones, además de que se busca generar en ellos sentimientos positivos.

De igual forma, el programa Dejando Huella ayuda a los perros, pues se trata de animales que fueron recuperados o que no tienen hogar, por lo que al ser educados se abre la posibilidad de que alguna familia los adopte.

Reinserta busca principalmente que estos cachorros sean acompañantes de niños con autismo, de manera que el programa no sólo impacte en la vida de un recluso, sino en la del animal y en la de una persona con afecciones.

“Me siento muy bien, feliz de estar con los perritos, me late un buen estar con ellos, jugar con ellos.

“Ahora sí que me gusta estar con ellos para acariciarlos, enseñarles cosas nuevas y estar aprendiendo junto con los perros”, señala Fernando, otro joven interno en el centro.

La Quinta del Bosque es un área especializada que atiende a adolescentes de 14 años en adelante que cometieron delitos graves, como homicidio y secuestro.

Procesos que ayudan

Datos del Órgano Administrativo Desconcentrado Prevención y Readaptación Social (OADPRS) indican que hasta octubre del año pasado había mil 966 personas de entre 14 y 17 años recluidas en todo el país.

En entrevista con EL UNIVERSAL, Fernando, quien lleva un año y medio encerrado, explica que actividades como la realizada por Reinserta sí lo podrían ayudar en su proceso de readaptación y así no reincidir en ningún tipo de crimen.

“La verdad sí creo que esto me puede ayudar, ahora sí que a portarme bien, permanecer con mi familia, ya no portarme mal, estar bien con toda mi familia”, dice.

Aunque antes de ser recluido no tenía mascotas, Fernando comenta que le gustaba cuidar a los perros de sus vecinos y que ahora tiene la oportunidad de revivir esas experiencias.

“Sentí un buen de felicidad cuando vi a un perrito, [alegría] de verlo por fin otra vez. Sí se siente mucha alegría de estar con ellos, me cambia la vida convivir con los animales”, relata.

Con una sonrisa en su rostro, y antes de despedirse, Fernando explica que Ramona y Dante son algunos de los perros con los que se ha encariñado, aunque no es frecuente que los vea porque Reinserta puede ingresar animales diferentes cada semana.

Van por generar empleo

Ricardo Daniel Palazuelos Rodríguez, adiestrador canino y responsable de una escuela y refugio para perros, colabora con Reinserta en el programa Dejando Huella.

El especialista explica que “el taller de adiestramiento canino ayuda a los chicos a recuperar toda esta parte de saber comunicarte con un individuo. Más allá de las palabras, con tu corporalidad, con tus intenciones, saber relacionarte. Poder generar sus propios ingresos a través de paseos caninos o adiestramientos”.

Palazuelos Rodríguez hace énfasis en que uno de los objetivos prioritarios de Dejando Huella es que los menores tengan la capacidad de cuidar mascotas y entrenarlas para que, al terminar su reclusión, tengan manera de ganar un poco de dinero.

“Enseñamos todo lo que es obediencia básica, ya que es esto lo que hay en la calle, lo que un cliente le puede pedir a los chicos.

“Un ejemplo que le digo a los chicos es que entrenar a tu perro es bastante fácil, pero no te van a pagar por hacerlo con el tuyo, sino por capacitar al chihuahueño que ya mordió a un vecino. Lo importante aquí es tratar de tener a todo tipo de razas”, detalla.
 La convivencia entre internos y los animales es una vez por semana.
 

El Instituto Nacional de Estadística y Geografía (Inegi) es una de las instituciones que ha destacado el reto que tiene México en materia de reinserción social, especialmente porque la mayor parte de los adolescentes en reclusión no tienen un nivel de escolaridad elevado, por lo que podría afectar su acceso al mundo laboral.

Según información del Censo Nacional de Gobierno, Seguridad Pública y Sistema Penitenciario Estatales 2019 del instituto, el año anterior ingresaron al sistema penitenciario 2 mil 67 adolescentes, de ellos, 44% tenía estudios de secundaria; 34%, de primaria; 16%, de preparatoria, y el resto había cursado alguna carrera técnica, no había asistido a la escuela o no se identificó su grado académico.

De igual forma, en el documento Estadísticas sobre el Sistema Penitenciario Estatal en México, con datos de 2016, el Inegi advierte que sólo 43% de las prisiones del país impartieron actividades relacionadas con la certificación laboral.

Ante estos datos, Palazuelos Rodríguez remarca la importancia de tener actividades ligadas a ámbitos laborales dentro de los centros de internamiento para adolescentes, pues de esa manera disminuiría la reincidencia delictiva y los jóvenes en conflicto con la ley serían productivos para el país.

“Es algo que me gusta mucho. Es ayudar dos por uno: a los chicos, pero también a los perros.

“Algunos jóvenes me han dicho que desde hace años no ven a un perro y ahí te das cuenta del valor que puede tener esto para ellos.

“En el caso de los perritos rescatados, ayudamos con su adiestramiento. Una vez que son adiestrados, es mucho más fácil ponerlos en adopción”, dice.

Piden actuar en conjunto

El programa Dejando Huella es encabezado por Reinserta; sin embargo, también existe la colaboración de autoridades estatales y el apoyo económico de la Agencia de Estados Unidos para el Desarrollo Internacional (USAID, por sus siglas en inglés).

Saskia Niño de Rivera, directora general de Reinserta y cofundadora de esta organización social, aseveró que si México quiere mejorar la seguridad pública, es necesario pensar en las personas que se encuentran recluidas.

“Si vamos a hablar de seguridad nacional, si vamos a hablar de la seguridad de México, tenemos que entender que la reinserción y la prevención son claves”, asevera.

Pese a la necesidad de atender a los centros de internamiento para adolescentes, la defensora de derechos humanos admite las complicaciones que atraviesan las ONG para llevar a cabo sus actividades.

“La situación está delicada por las declaraciones que dijo del Presidente respecto a que no iba a haber apoyo para las organizaciones (...) Creo que eso debería ser un mensaje directo a la iniciativa privada respecto a que hoy más que nunca no podemos soltar el dedo del renglón, necesitamos poder trabajar y responsabilizarnos”, afirma.

Por último, Saskia Niño de Riveradestaca que los programas que dirige para adolescentes recluidos serán llevados a Nuevo León para incidir en la población penitenciaria que tiene entre 18 y 29 años.
",Perros e internos: asistencia mutua
"



    googletag.cmd.push(function() {
      googletag.display(""dfp-ad-top3_content"");
    });
  


Su incursión en el tráfico de drogas de Ismael ‘El Mayo’ Zambada fue en la banda comandada por José Inés Calderón, considerado como el narcotraficante más poderoso en el país de las décadas de los setentas y ochentas.
El jefe del Cártel de Sinaloa debe agradecer al llamado ingeniero el haberlo tomado en cuenta para realizar importantes operaciones del grupo delictivo, en poco tiempo Zambada se convirtió en un hombre de todas las confianzas del nacido en Durango.
A pesar de ser apresado en diferentes ocasiones, Inés Calderón se las arreglaba para salir de prisión libre de cargos y su sistema para corromper autoridades sentó las bases para la futura operación de los cárteles de las drogas que surgirían en México al ser descabezado el Cártel de Guadalajara.
En los medios de la época se documentó que el narco fue abatido en un enfrentamiento con elementos de la extinta Policía Judicial Federal.
El 27 de marzo de 1988 se reportó que en un domicilio del fraccionamiento La Campiña, en Culiacán, agentes policiales sostuvieron un intercambio a balazos contra otro un grupo de civiles armados, al mando de la operación estaba Guillermo González Calderoni, en ese entonces comandante de la Policía Judicial Federal, quien fue asesinado en 2003 en McAllen, Texas.
Tras varias horas del intercambio de balazos, se informó que Calderón Quintero se resistió a ser detenido y el inició el enfrentamiento, por lo que los elementos respondieron la agresión.
En el operativo detuvieron a dos personas que estaban en la entrada de la casa. Además, la PGR incautó en la vivienda 293 gramos de cocaína pura, joyas y armas.
Inés Calderón fue identificado como el capo que mantenía el tráfico de de cocaína en Sinaloa y era socio de narcotraficantes de Bolivia.
VER: Los romances famosos del ‘Mayo’ Zambada
","Inés Calderón, la siniestra muerte del maestro del ‘Mayo’ Zambada"
"
La mañana de este domingo, el presidente Andrés Manuel López Obrador, viajó por tierra hacia la comunidad La Mora, en Sonora, para reunirse con las familias LeBarón y Langford, mientras que secretarios de Estado lo hicieron por aire en un helicóptero.
Durante su trayecto -de Agua Prieta hacia La Mora-, una de las camionetas donde viajaba el mandatario sufrió una ponchadura de una llanta.
“Para no perder la costumbre, se nos ponchó la llanta aquí en esta terracería, venimos de Agua Prieta y vamos a La Mora, a Bavispe, en este camino de terracería”, expresó el mandatario en un video que compartió en redes sociales.
 

Se nos ponchó la llanta ""para no perder la costumbre"", pero llegamos a la cita a La Mora en Bavispe, Sonora. pic.twitter.com/1n0VQsEBpf
 — Andrés Manuel (@lopezobrador_) January 12, 2020

También lee: Desde el lugar de la masacre, Adrián LeBarón llama a superar las diferencias 
Esto ocurrió a la vez que los secretarios de Seguridad y Marina viajaron en un MI 17 de la Armada de México hacía el mismo evento.
El secretario de la Defensa Nacional llegó y se retiró en un Black Hawk de la Fuerza Aérea Mexicana.
En la reunión el presidente estuvo acompañado por la gobernadora  del estado de Sonora, Claudia Pavlovich; el consejero jurídico de Presidencia, Julio Scherer Ibarra;  los  secretarios de Seguridad y Protección Ciudadana, Alfonso Durazo; de la Defensa Nacional, Luis Cresencio Sandoval, y de Marina, José Rafael Ojeda.
 
",AMLO va a reunión por tierra y se poncha; secretarios viajan en helicóptero
